	Sentence_A	Sentence_B	origin	frequency	freq_cat	pair_id	rating_anticonic_causal	rating_iconic_causal	rating_anticonic_temporal	rating_iconic_temporal	human_preferred_connective	human_preferred_connective_desc	human_preferred_connective_unrel	relation_human	order_human	condition_human	additional_dimension	connected_sent	tested_order	tested_relation	tested_connective
7411	James went to the airport.	James got into the car.	Descript	1001	4_frequent	231	2.2666666666666666	2.7333333333333334	8.2	4.066666666666666	after	anticonic_temp	after	Temporal	B,A	Temporal-B,A	none	James went to the airport, because James got into the car.	B,A	Causal	because
7424	Erik entered the airport.	Erik went to the check-in desk.	Descript	628	4_frequent	232	2.6666666666666665	6.666666666666667	2.333333333333333	9.333333333333334	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	Erik entered the airport, then Erik went to the check-in desk.	A,B	Temporal	then
7425	Erik entered the airport.	Erik went to the check-in desk.	Descript	628	4_frequent	232	2.6666666666666665	6.666666666666667	2.333333333333333	9.333333333333334	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	Erik entered the airport, after Erik went to the check-in desk.	B,A	Temporal	after
7426	Erik entered the airport.	Erik went to the check-in desk.	Descript	628	4_frequent	232	2.6666666666666665	6.666666666666667	2.333333333333333	9.333333333333334	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	Erik entered the airport, because Erik went to the check-in desk.	B,A	Causal	because
7427	Erik entered the airport.	Erik went to the check-in desk.	Descript	628	4_frequent	232	2.6666666666666665	6.666666666666667	2.333333333333333	9.333333333333334	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	Erik entered the airport, so Erik went to the check-in desk.	A,B	Causal	so
7440	Erik went to the check-in desk.	Erik entered the airport.	Descript	1002	4_frequent	232	7.066666666666666	3.0	7.133333333333334	1.7333333333333334	after	anticonic_temp	after	Temporal	B,A	Temporal-B,A	none	Erik went to the check-in desk, so Erik entered the airport.	A,B	Causal	so
7441	Erik went to the check-in desk.	Erik entered the airport.	Descript	1002	4_frequent	232	7.066666666666666	3.0	7.133333333333334	1.7333333333333334	after	anticonic_temp	after	Temporal	B,A	Temporal-B,A	none	Erik went to the check-in desk, because Erik entered the airport.	B,A	Causal	because
7442	Erik went to the check-in desk.	Erik entered the airport.	Descript	1002	4_frequent	232	7.066666666666666	3.0	7.133333333333334	1.7333333333333334	after	anticonic_temp	after	Temporal	B,A	Temporal-B,A	none	Erik went to the check-in desk, after Erik entered the airport.	B,A	Temporal	after
7443	Erik went to the check-in desk.	Erik entered the airport.	Descript	1002	4_frequent	232	7.066666666666666	3.0	7.133333333333334	1.7333333333333334	after	anticonic_temp	after	Temporal	B,A	Temporal-B,A	none	Erik went to the check-in desk, then Erik entered the airport.	A,B	Temporal	then
7456	Chiara boarded the airplane.	Chiara went to the gate with the boarding pass.	Descript	63	3_common	233	5.866666666666666	1.8	7.533333333333333	1.8	after	anticonic_temp	after	Temporal	B,A	Temporal-B,A	none	Chiara boarded the airplane, then Chiara went to the gate with the boarding pass.	A,B	Temporal	then
7457	Chiara boarded the airplane.	Chiara went to the gate with the boarding pass.	Descript	63	3_common	233	5.866666666666666	1.8	7.533333333333333	1.8	after	anticonic_temp	after	Temporal	B,A	Temporal-B,A	none	Chiara boarded the airplane, so Chiara went to the gate with the boarding pass.	A,B	Causal	so
7458	Chiara boarded the airplane.	Chiara went to the gate with the boarding pass.	Descript	63	3_common	233	5.866666666666666	1.8	7.533333333333333	1.8	after	anticonic_temp	after	Temporal	B,A	Temporal-B,A	none	Chiara boarded the airplane, after Chiara went to the gate with the boarding pass.	B,A	Temporal	after
7459	Chiara boarded the airplane.	Chiara went to the gate with the boarding pass.	Descript	63	3_common	233	5.866666666666666	1.8	7.533333333333333	1.8	after	anticonic_temp	after	Temporal	B,A	Temporal-B,A	none	Chiara boarded the airplane, because Chiara went to the gate with the boarding pass.	B,A	Causal	because
7472	Chiara went to the gate with the boarding pass.	Chiara boarded the airplane.	Descript	96	3_common	233	3.2	7.466666666666667	3.466666666666667	9.266666666666667	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	Chiara went to the gate with the boarding pass, then Chiara boarded the airplane.	A,B	Temporal	then
7473	Chiara went to the gate with the boarding pass.	Chiara boarded the airplane.	Descript	96	3_common	233	3.2	7.466666666666667	3.466666666666667	9.266666666666667	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	Chiara went to the gate with the boarding pass, because Chiara boarded the airplane.	B,A	Causal	because
7474	Chiara went to the gate with the boarding pass.	Chiara boarded the airplane.	Descript	96	3_common	233	3.2	7.466666666666667	3.466666666666667	9.266666666666667	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	Chiara went to the gate with the boarding pass, after Chiara boarded the airplane.	B,A	Temporal	after
7475	Chiara went to the gate with the boarding pass.	Chiara boarded the airplane.	Descript	96	3_common	233	3.2	7.466666666666667	3.466666666666667	9.266666666666667	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	Chiara went to the gate with the boarding pass, so Chiara boarded the airplane.	A,B	Causal	so
7488	The plane landed at the destination.	The plane took off.	Descript	2	1_rare	234	5.333333333333333	2.1333333333333333	6.733333333333333	3.1333333333333333	after	anticonic_temp	after	Temporal	B,A	Temporal-B,A	none	The plane landed at the destination, because the plane took off.	B,A	Causal	because
7489	The plane landed at the destination.	The plane took off.	Descript	2	1_rare	234	5.333333333333333	2.1333333333333333	6.733333333333333	3.1333333333333333	after	anticonic_temp	after	Temporal	B,A	Temporal-B,A	none	The plane landed at the destination, then the plane took off.	A,B	Temporal	then
7490	The plane landed at the destination.	The plane took off.	Descript	2	1_rare	234	5.333333333333333	2.1333333333333333	6.733333333333333	3.1333333333333333	after	anticonic_temp	after	Temporal	B,A	Temporal-B,A	none	The plane landed at the destination, after the plane took off.	B,A	Temporal	after
7491	The plane landed at the destination.	The plane took off.	Descript	2	1_rare	234	5.333333333333333	2.1333333333333333	6.733333333333333	3.1333333333333333	after	anticonic_temp	after	Temporal	B,A	Temporal-B,A	none	The plane landed at the destination, so the plane took off.	A,B	Causal	so
7504	The plane took off.	The plane landed at the destination.	Descript	3	1_rare	234	2.7333333333333334	3.933333333333333	2.8	9.133333333333333	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	The plane took off, so the plane landed at the destination.	A,B	Causal	so
7505	The plane took off.	The plane landed at the destination.	Descript	3	1_rare	234	2.7333333333333334	3.933333333333333	2.8	9.133333333333333	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	The plane took off, after the plane landed at the destination.	B,A	Temporal	after
7506	The plane took off.	The plane landed at the destination.	Descript	3	1_rare	234	2.7333333333333334	3.933333333333333	2.8	9.133333333333333	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	The plane took off, because the plane landed at the destination.	B,A	Causal	because
7507	The plane took off.	The plane landed at the destination.	Descript	3	1_rare	234	2.7333333333333334	3.933333333333333	2.8	9.133333333333333	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	The plane took off, then the plane landed at the destination.	A,B	Temporal	then
7520	Alex embarked the luggage.	Alex went to the airport.	Descript	16	2_uncommon	235	4.2	1.4	4.466666666666667	4.133333333333334	after	anticonic_temp	other	no_rel	none	Unrelated	none	Alex embarked the luggage, then Alex went to the airport.	A,B	Temporal	then
7521	Alex embarked the luggage.	Alex went to the airport.	Descript	16	2_uncommon	235	4.2	1.4	4.466666666666667	4.133333333333334	after	anticonic_temp	other	no_rel	none	Unrelated	none	Alex embarked the luggage, so Alex went to the airport.	A,B	Causal	so
7522	Alex embarked the luggage.	Alex went to the airport.	Descript	16	2_uncommon	235	4.2	1.4	4.466666666666667	4.133333333333334	after	anticonic_temp	other	no_rel	none	Unrelated	none	Alex embarked the luggage, after Alex went to the airport.	B,A	Temporal	after
7523	Alex embarked the luggage.	Alex went to the airport.	Descript	16	2_uncommon	235	4.2	1.4	4.466666666666667	4.133333333333334	after	anticonic_temp	other	no_rel	none	Unrelated	none	Alex embarked the luggage, because Alex went to the airport.	B,A	Causal	because
7536	Alex went to the airport.	Alex embarked the luggage.	Descript	37	2_uncommon	235	3.1333333333333333	4.533333333333333	2.1333333333333333	4.866666666666666	then	iconic_temp	other	no_rel	none	Unrelated	none	Alex went to the airport, then Alex embarked the luggage.	A,B	Temporal	then
7537	Alex went to the airport.	Alex embarked the luggage.	Descript	37	2_uncommon	235	3.1333333333333333	4.533333333333333	2.1333333333333333	4.866666666666666	then	iconic_temp	other	no_rel	none	Unrelated	none	Alex went to the airport, after Alex embarked the luggage.	B,A	Temporal	after
7538	Alex went to the airport.	Alex embarked the luggage.	Descript	37	2_uncommon	235	3.1333333333333333	4.533333333333333	2.1333333333333333	4.866666666666666	then	iconic_temp	other	no_rel	none	Unrelated	none	Alex went to the airport, so Alex embarked the luggage.	A,B	Causal	so
7539	Alex went to the airport.	Alex embarked the luggage.	Descript	37	2_uncommon	235	3.1333333333333333	4.533333333333333	2.1333333333333333	4.866666666666666	then	iconic_temp	other	no_rel	none	Unrelated	none	Alex went to the airport, because Alex embarked the luggage.	B,A	Causal	because
7552	Betty combed her hair.	Betty got her hair washed.	Descript	0	1_rare	236	7.2	2.6666666666666665	6.8	7.0	because	anticonic_caus	because	Causal	B,A	Causal-B,A	none	Betty combed her hair, because Betty got her hair washed.	B,A	Causal	because
7553	Betty combed her hair.	Betty got her hair washed.	Descript	0	1_rare	236	7.2	2.6666666666666665	6.8	7.0	because	anticonic_caus	because	Causal	B,A	Causal-B,A	none	Betty combed her hair, so Betty got her hair washed.	A,B	Causal	so
7554	Betty combed her hair.	Betty got her hair washed.	Descript	0	1_rare	236	7.2	2.6666666666666665	6.8	7.0	because	anticonic_caus	because	Causal	B,A	Causal-B,A	none	Betty combed her hair, then Betty got her hair washed.	A,B	Temporal	then
7555	Betty combed her hair.	Betty got her hair washed.	Descript	0	1_rare	236	7.2	2.6666666666666665	6.8	7.0	because	anticonic_caus	because	Causal	B,A	Causal-B,A	none	Betty combed her hair, after Betty got her hair washed.	B,A	Temporal	after
7568	Betty got her hair washed.	Betty combed her hair.	Descript	1	1_rare	236	1.8666666666666667	6.866666666666666	5.6	9.4	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	Betty got her hair washed, after Betty combed her hair.	B,A	Temporal	after
7569	Betty got her hair washed.	Betty combed her hair.	Descript	1	1_rare	236	1.8666666666666667	6.866666666666666	5.6	9.4	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	Betty got her hair washed, so Betty combed her hair.	A,B	Causal	so
7570	Betty got her hair washed.	Betty combed her hair.	Descript	1	1_rare	236	1.8666666666666667	6.866666666666666	5.6	9.4	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	Betty got her hair washed, then Betty combed her hair.	A,B	Temporal	then
7571	Betty got her hair washed.	Betty combed her hair.	Descript	1	1_rare	236	1.8666666666666667	6.866666666666666	5.6	9.4	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	Betty got her hair washed, because Betty combed her hair.	B,A	Causal	because
7584	James made a shopping list.	James went to the grocery store.	Descript	1028	4_frequent	237	6.066666666666666	7.133333333333334	4.0	9.2	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	James made a shopping list, because James went to the grocery store.	B,A	Causal	because
7585	James made a shopping list.	James went to the grocery store.	Descript	1028	4_frequent	237	6.066666666666666	7.133333333333334	4.0	9.2	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	James made a shopping list, after James went to the grocery store.	B,A	Temporal	after
7586	James made a shopping list.	James went to the grocery store.	Descript	1028	4_frequent	237	6.066666666666666	7.133333333333334	4.0	9.2	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	James made a shopping list, so James went to the grocery store.	A,B	Causal	so
7587	James made a shopping list.	James went to the grocery store.	Descript	1028	4_frequent	237	6.066666666666666	7.133333333333334	4.0	9.2	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	James made a shopping list, then James went to the grocery store.	A,B	Temporal	then
7600	James went to the grocery store.	James made a shopping list.	Descript	1034	4_frequent	237	6.533333333333333	4.333333333333333	8.6	1.7333333333333334	after	anticonic_temp	after	Temporal	B,A	Temporal-B,A	none	James went to the grocery store, then James made a shopping list.	A,B	Temporal	then
7601	James went to the grocery store.	James made a shopping list.	Descript	1034	4_frequent	237	6.533333333333333	4.333333333333333	8.6	1.7333333333333334	after	anticonic_temp	after	Temporal	B,A	Temporal-B,A	none	James went to the grocery store, because James made a shopping list.	B,A	Causal	because
7602	James went to the grocery store.	James made a shopping list.	Descript	1034	4_frequent	237	6.533333333333333	4.333333333333333	8.6	1.7333333333333334	after	anticonic_temp	after	Temporal	B,A	Temporal-B,A	none	James went to the grocery store, so James made a shopping list.	A,B	Causal	so
7603	James went to the grocery store.	James made a shopping list.	Descript	1034	4_frequent	237	6.533333333333333	4.333333333333333	8.6	1.7333333333333334	after	anticonic_temp	after	Temporal	B,A	Temporal-B,A	none	James went to the grocery store, after James made a shopping list.	B,A	Temporal	after
7616	Jack listed out the things he wanted to buy.	Jack took a shopping cart.	Descript	1	1_rare	238	3.466666666666667	4.266666666666667	6.466666666666667	8.4	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	Jack listed out the things he wanted to buy, so Jack took a shopping cart.	A,B	Causal	so
7617	Jack listed out the things he wanted to buy.	Jack took a shopping cart.	Descript	1	1_rare	238	3.466666666666667	4.266666666666667	6.466666666666667	8.4	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	Jack listed out the things he wanted to buy, then Jack took a shopping cart.	A,B	Temporal	then
7618	Jack listed out the things he wanted to buy.	Jack took a shopping cart.	Descript	1	1_rare	238	3.466666666666667	4.266666666666667	6.466666666666667	8.4	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	Jack listed out the things he wanted to buy, because Jack took a shopping cart.	B,A	Causal	because
